1 1 1 239.5
1 5 5 422
1 9 9 728
1 13 13 842.5
1 17 17 1056.5
1 21 21 1307
1 25 25 1600
1 29 29 1913.5
1 33 33 2106
1 37 37 2306.5
1 41 41 2654
1 45 45 2780
1 49 49 3094.5
1 53 53 3563.5
1 57 57 4002.5
1 61 61 4055.5
1 65 65 4264.5
1 69 69 4566.5
1 73 73 5068
1 77 77 5344
1 81 81 5864
1 85 85 6248
1 89 89 6595
1 93 93 7097
1 97 97 7279.5
1 101 101 7755
1 105 105 7934.5
1 109 109 8678.5
1 113 113 8920
1 117 117 9581.5
1 121 121 9936.5
1 125 125 10745.5
1 129 129 10838
1 133 133 11232
1 137 137 11694
1 141 141 12404.5
1 145 145 12817
1 149 149 13711.5
1 153 153 14144
1 157 157 14723
1 161 161 14913.5
1 165 165 15396.5
1 169 169 16473
9 1 1 260
9 5 1 313.5
9 5 5 449
9 9 1 438
9 9 5 655
9 9 9 706.5
9 13 5 694
9 13 9 714.5
9 13 13 891.5
9 17 9 782.5
9 17 13 980.5
9 17 17 1092
9 21 13 1108
9 21 17 1172
9 21 21 1407.5
9 25 17 1311.5
9 25 21 1529
9 25 25 1635
9 29 21 1547
9 29 25 1743.5
9 29 29 2013.5
9 33 25 1785
9 33 29 2146.5
9 33 33 2213.5
9 37 29 2232.5
9 37 33 2375.5
9 37 37 2589
9 41 33 2544
9 41 37 2729.5
9 41 41 2803.5
9 45 37 2672
9 45 41 2928
9 45 45 3121.5
9 49 41 3097
9 49 45 3225.5
9 49 49 3481.5
9 53 45 3399
9 53 49 3554.5
9 53 53 3949.5
9 57 49 3833.5
9 57 53 4024.5
9 57 57 4169.5
9 61 53 4123.5
9 61 57 4350
9 61 61 4432
9 65 57 4439
9 65 61 4499.5
9 65 65 4784.5
9 69 61 4551
9 69 65 4745
9 69 69 4925.5
9 73 65 4906.5
9 73 69 5097
9 73 73 5327
9 77 69 5216.5
9 77 73 5495
9 77 77 5891
9 81 73 5874.5
9 81 77 5983
9 81 81 6294
9 85 77 6336
9 85 81 6468
9 85 85 6686
9 89 81 6635.5
9 89 85 6756.5
9 89 89 7011
9 93 85 6994.5
9 93 89 6999.5
9 93 93 7294
9 97 89 7264
9 97 93 7538.5
9 97 97 8006.5
9 101 93 7738.5
9 101 97 8459.5
9 101 101 8396.5
9 105 97 8181
9 105 101 8424.5
9 105 105 8545.5
9 109 101 8525.5
9 109 105 8529
9 109 109 9108.5
9 113 105 8990
9 113 109 9164.5
9 113 113 9724
9 117 109 9482
9 117 113 9748.5
9 117 117 9938
9 121 113 10127
9 121 117 10451.5
9 121 121 10640.5
9 125 117 10576.5
9 125 121 10587
9 125 125 10950.5
9 129 121 10997
9 129 125 11191.5
9 129 129 11516
9 133 125 11189
9 133 129 11668.5
9 133 133 11745
9 137 129 11972.5
9 137 133 12448
9 137 137 12735.5
9 141 133 12486.5
9 141 137 12594
9 141 141 12902
9 145 137 13366
9 145 141 13729.5
9 145 145 13781.5
9 149 141 13741
9 149 145 13881
9 149 149 13961
9 153 145 13832.5
9 153 149 14561
9 153 153 14690
9 157 149 14554
9 157 153 14941.5
9 157 157 15255.5
9 161 153 15172.5
9 161 157 15616
9 161 161 15752.5
9 165 157 15658.5
9 165 161 15936
9 165 165 16794.5
9 169 161 16333.5
9 169 165 16886.5
9 169 169 17591
17 1 1 336
17 5 1 393.5
17 5 5 651.5
17 9 1 413.5
17 9 5 731
17 9 9 648.5
17 13 1 494.5
17 13 5 780.5
17 13 9 661
17 13 13 1010
17 17 1 623.5
17 17 5 819.5
17 17 9 791.5
17 17 13 1114.5
17 17 17 1236
17 21 5 880.5
17 21 9 953.5
17 21 13 1192.5
17 21 17 1319
17 21 21 1480
17 25 9 1027
17 25 13 1263.5
17 25 17 1419
17 25 21 1672
17 25 25 1791
17 29 13 1408.5
17 29 17 1458
17 29 21 1752
17 29 25 1875.5
17 29 29 2189.5
17 33 17 1801.5
17 33 21 1804.5
17 33 25 2172.5
17 33 29 2270.5
17 33 33 2427
17 37 21 1924.5
17 37 25 2121
17 37 29 2349
17 37 33 2625.5
17 37 37 2744
17 41 25 2366
17 41 29 2499
17 41 33 2749.5
17 41 37 2998.5
17 41 41 3005.5
17 45 29 2615.5
17 45 33 2853
17 45 37 2963
17 45 41 3235.5
17 45 45 3402
17 49 33 2977.5
17 49 37 3074.5
17 49 41 3378.5
17 49 45 3413
17 49 49 3757.5
17 53 37 3357.5
17 53 41 3506.5
17 53 45 3524
17 53 49 4035.5
17 53 53 4310.5
17 57 41 3637.5
17 57 45 3784.5
17 57 49 4138.5
17 57 53 4557
17 57 57 4340.5
17 61 45 3969
17 61 49 4085.5
17 61 53 4578.5
17 61 57 4536.5
17 61 61 4722
17 65 49 4522.5
17 65 53 4638
17 65 57 4806
17 65 61 4820.5
17 65 65 5031
17 69 53 4634.5
17 69 57 4732.5
17 69 61 4867
17 69 65 5393
17 69 69 5375
17 73 57 4992.5
17 73 61 5181.5
17 73 65 5294.5
17 73 69 5372
17 73 73 5939.5
17 77 61 5179.5
17 77 65 5502
17 77 69 5695
17 77 73 6238
17 77 77 6193
17 81 65 5702.5
17 81 69 5919.5
17 81 73 6098
17 81 77 6601
17 81 81 6654.5
17 85 69 5921.5
17 85 73 6324
17 85 77 6572
17 85 81 6825.5
17 85 85 7007.5
17 89 73 6668
17 89 77 6656.5
17 89 81 7048
17 89 85 7151.5
17 89 89 7412
