81 25 3025.5
81 29 3243.5
81 33 4187.25
81 37 4344.25
81 41 4679.25
81 45 5088.25
81 49 6263
81 53 6401
81 57 7009.5
81 61 7267
81 65 8101.5
81 69 8491.5
89 1 265
89 5 674.25
89 9 1177.75
89 13 1740.5
89 17 2197
89 21 2558.25
89 25 3146.25
89 29 3324.75
89 33 4288
89 37 4481
89 41 5511
89 45 6038
89 49 6048.5
89 53 6971
89 57 7068
89 61 7949
89 65 8321
89 69 8764
97 1 279.25
97 5 755.25
97 9 1170.25
97 13 1667
97 17 2285.5
97 21 2861.75
97 25 3226.75
97 29 4215
97 33 4306.5
97 37 4705
97 41 5796
97 45 6069
97 49 6174
97 53 7213
97 57 7474.5
97 61 8081.5
97 65 8968
97 69 9108
105 1 305.5
105 5 762.75
105 9 1173.5
105 13 1833.25
105 17 2308.5
105 21 3019.75
105 25 3336
105 29 4308.5
105 33 4425
105 37 4918
105 41 6313.5
105 45 6652
105 49 7056
105 53 7406
105 57 7746.5
105 61 8514.5
105 65 9156.5
105 69 9193
113 1 335.75
113 5 812.75
113 9 1228
113 13 1874
113 17 2316.5
113 21 3261.5
113 25 3382.5
113 29 4561.5
113 33 4646
113 37 4849
113 41 6593.5
113 45 6592.5
113 49 7339.5
113 53 7654
113 57 7910
113 61 9354.5
113 65 9382
113 69 10550.5
121 1 291.75
121 5 841.5
121 9 1497
121 13 2141.5
121 17 2633
121 21 3379.5
121 25 3888
121 29 4695.5
121 33 4820
121 37 5644
121 41 6841.5
121 45 6953
121 49 8058
121 53 7992.5
121 57 8773
121 61 9805
121 65 9591
121 69 11254.5
129 1 274.5
129 5 783
129 9 1608.5
129 13 2330.5
129 17 2983.5
129 21 3023
129 25 4347.5
129 29 4595.5
129 33 4922
129 37 6205.5
129 41 6305
129 45 7401.5
129 49 8203.5
129 53 8270.5
129 57 9117.5
129 61 10363.5
129 65 10405.5
129 69 11102
137 1 307
137 5 773.5
137 9 1702.5
137 13 1936.5
137 17 3259.5
137 21 3398.5
137 25 4536.5
137 29 5102
137 33 5241.5
137 37 6440.5
137 41 7371.5
137 45 7348.5
137 49 8583
137 53 8574.5
137 57 9386.5
137 61 10641
137 65 10986
137 69 11848
145 1 326
145 5 757.5
145 9 1724.5
145 13 2102.5
145 17 3431
145 21 3937.5
145 25 4369
145 29 5253.5
145 33 5321.5
145 37 6811.5
145 41 7502.5
145 45 7727.5
145 49 8663
145 53 8951
145 57 9971.5
145 61 10777.5
145 65 11275.5
145 69 11888
153 1 319
153 5 881
153 9 1788.5
153 13 2185
153 17 3593
153 21 3526
153 25 4760
153 29 5296
153 33 5509.5
153 37 7114.5
153 41 7820.5
153 45 8149
153 49 9184.5
153 53 9067.5
153 57 10887
153 61 11288.5
153 65 11528
153 69 12708.5
