33 89 8203.5
33 93 8840.5
33 97 9076.5
33 101 9306.5
33 105 10007.5
33 109 10773.5
33 113 11394
33 117 11863
33 121 12301.5
33 125 12940.5
33 129 13226
33 133 14396
33 137 14558
33 141 15344
33 145 15815
33 149 16694.5
33 153 17015.5
33 157 17916.5
33 161 18641
33 165 19043.5
33 169 19893
33 173 20928.5
41 1 273
41 5 392.5
41 9 749
41 13 1108
41 17 1693
41 21 1875.5
41 25 2321.5
41 29 2603
41 33 3100
41 37 3360
41 41 3456.5
41 45 4019
41 49 4431.5
41 53 4649
41 57 5174.5
41 61 5713
41 65 5917.5
41 69 6475
41 73 6741
41 77 7437
41 81 7597
41 85 8284.5
41 89 8917.5
41 93 9448
41 97 10015
41 101 10257
41 105 10840.5
41 109 11371.5
41 113 11868
41 117 12480
41 121 13062
41 125 13365.5
41 129 14552.5
41 133 15177
41 137 15165
41 141 16263
41 145 17073
41 149 17550
41 153 18143.5
41 157 18767
41 161 19705
41 165 20490
41 169 21265
41 173 22466.5
49 1 201.5
49 5 532
49 9 816
49 13 1179.5
49 17 1758
49 21 1860.5
49 25 2357
49 29 2582
49 33 3061.5
49 37 3403.5
49 41 3646
49 45 4599.5
49 49 4787
49 53 5040.5
49 57 5779.5
49 61 5903.5
49 65 6149
49 69 6976.5
49 73 7728
49 77 7916
49 81 8135.5
49 85 8877
49 89 9705
49 93 9797
49 97 10242
49 101 10817.5
49 105 11450
49 109 11976
49 113 12893.5
49 117 12987
49 121 13987
49 125 14939.5
49 129 15091
49 133 15580.5
49 137 15888.5
49 141 17351
49 145 17744
49 149 18433.5
49 153 19228.5
49 157 20000.5
49 161 20637.5
49 165 21568.5
49 169 21816.5
49 173 22872
57 1 226.5
57 5 515.5
57 9 1044.5
57 13 1314.5
57 17 1941
57 21 2042.5
57 25 2675
57 29 2752
57 33 3253.5
57 37 3554.5
57 41 3807.5
57 45 4748.5
57 49 4979
57 53 5190.5
57 57 6006.5
57 61 6334
57 65 7102.5
57 69 7094
57 73 7805.5
57 77 8144
57 81 8767
57 85 9960.5
57 89 10109
57 93 10505
57 97 10721
57 101 11498.5
57 105 12312
57 109 12670
57 113 13478.5
57 117 13956.5
57 121 14772.5
57 125 15180.5
57 129 15841.5
57 133 16424
57 137 17236.5
57 141 17904
57 145 18629.5
57 149 18790
57 153 20260.5
57 157 20589
57 161 21182.5
57 165 22623
57 169 23003.5
57 173 24415.5
65 1 223.5
65 5 707.5
65 9 1107
65 13 1360.5
65 17 1870.5
65 21 1941
65 25 2792.5
65 29 3101.5
65 33 3563.5
65 37 3707.5
65 41 4239
65 45 5142
65 49 5232
65 53 5999
65 57 6230
65 61 6333.5
65 65 7405
65 69 8176
65 73 8273.5
65 77 8337.5
65 81 10010
65 85 10281
65 89 10353.5
65 93 10543
65 97 11297
65 101 12109.5
65 105 12523.5
65 109 13759
65 113 14371
65 117 14331
65 121 15518
65 125 16134.5
65 129 16506.5
65 133 17414.5
65 137 18061.5
65 141 19121.5
65 145 19426
65 149 20245
65 153 21329
65 157 21774
65 161 22525.5
65 165 23457
65 169 24468.5
65 173 25458.5
73 1 248
73 5 638
73 9 1161.5
73 13 1543.5
73 17 1967
73 21 2496.5
73 25 2794
73 29 3371
73 33 3915.5
73 37 4055.5
73 41 4866
73 45 5188.5
73 49 5410.5
73 53 6318.5
73 57 6810.5
73 61 7490
73 65 7219.5
73 69 8131.5
73 73 8777.5
73 77 9332
73 81 10364
73 85 10581.5
73 89 10784.5
73 93 11482
73 97 12307
73 101 12991
73 105 13627
73 109 14180.5
73 113 14363.5
73 117 15700.5
73 121 16053.5
73 125 16575
73 129 17615
73 133 18312.5
73 137 19031
73 141 19672.5
73 145 20193
73 149 21080.5
73 153 21807
73 157 22385.5
73 161 23474.5
73 165 24519.5
73 169 24985.5
73 173 26310.5
81 1 400
81 5 590.5
81 9 1112.5
81 13 1699.5
81 17 1860
81 21 2808.5
81 25 2908
81 29 3627
81 33 4218.5
81 37 4017.5
81 41 5013.5
81 45 5403
81 49 5820.5
81 53 6621.5
81 57 6725
81 61 7554.5
81 65 8221
81 69 8608
81 73 8935
81 77 10144.5
81 81 10202
81 85 10577.5
81 89 11293
81 93 12091.5
81 97 13267
81 101 13844.5
81 105 13983.5
81 109 14405.5
81 113 15021
81 117 16456
81 121 16593.5
81 125 17424
81 129 18289.5
81 133 19074.5
81 137 20342
81 141 20227
81 145 21097.5
81 149 21736.5
81 153 22783.5
81 157 23888.5
81 161 24451.5
81 165 25511.5
81 169 26272.5
81 173 27547
89 1 264.5
89 5 663
89 9 1064
89 13 1827
89 17 1907.5
89 21 2921
89 25 3027
89 29 3761.5
89 33 4281
89 37 4329
89 41 5662
89 45 5852
89 49 6355
89 53 6906
89 57 7088
89 61 7926.5
89 65 8595.5
89 69 9071.5
89 73 9086
89 77 10547
89 81 10782
89 85 10955
89 89 11809
89 93 12901
89 97 13318
89 101 14429.5
89 105 14542.5
89 109 15552
89 113 16778
89 117 16810
89 121 17175
89 125 18420
89 129 18884.5
89 133 19569.5
89 137 20479
89 141 21821.5
89 145 21904
89 149 23001
89 153 23747
89 157 25041
89 161 25622
89 165 25901.5
97 1 249
97 5 717
97 9 989.5
97 13 1816
97 17 2036
97 21 3209.5
97 25 3246
97 29 3825
97 33 4475.5
97 37 4819.5
97 41 5988.5
97 45 6056
97 49 6636
97 53 7276.5
97 57 7508.5
97 61 8429
97 65 9061
97 69 9329.5
97 73 10035
97 77 10718
97 81 11300
97 85 12140
97 89 12386
97 93 13265
97 97 14214.5
97 101 15055.5
97 105 14872
97 109 16599.5
97 113 17061
97 117 17093
97 121 18166.5
97 125 19100
97 129 19699.5
97 133 20889.5
97 137 21050.5
97 141 22652.5
97 145 23706
97 149 24203.5
97 153 25249.5
97 157 25414
105 1 288.5
105 5 769.5
105 9 1202
105 13 1906
105 17 2228
105 21 3143.5
105 25 3280
105 29 4307.5
105 33 4446
105 37 5075
105 41 6195
105 45 6350
105 49 6707.5
105 53 7458
105 57 7858
105 61 9092.5
105 65 9248.5
105 69 9401.5
105 73 10577
105 77 11470.5
105 81 11825
105 85 12666.5
105 89 13180.5
105 93 14312
105 97 14684.5
105 101 14997
105 105 16171
105 109 16741
105 113 17743
105 117 18117
105 121 19164.5
105 125 20184
105 129 21083
105 133 21142
105 137 22780.5
105 141 23279
105 145 24395
105 149 24555
113 1 282.5
113 5 915
113 9 1405.5
113 13 2063
113 17 2407.5
113 21 3207.5
113 25 3604
113 29 4537.5
113 33 4865.5
113 37 5127.5
113 41 6542
113 45 6746.5
113 49 7249.5
113 53 8003.5
113 57 8183.5
113 61 9511
113 65 9674
113 69 9954
113 73 11331
113 77 11840.5
113 81 12484
113 85 13145.5
113 89 13258
113 93 15185
113 97 15067.5
113 101 15638
113 105 17034.5
113 109 17216
113 113 18413.5
113 117 18868
113 121 19822
113 125 20630.5
113 129 20821.5
113 133 22693
113 137 23177.5
113 141 24039.5
121 1 406.5
121 5 948.5
121 9 1453.5
121 13 2137.5
121 17 2600.5
121 21 3348
121 25 3958.5
121 29 4707
121 33 4955
121 37 5710
121 41 6687.5
121 45 6996.5
121 49 8039
121 53 8112.5
121 57 8166
121 61 10045.5
121 65 10152.5
121 69 10404.5
121 73 12001.5
121 77 12022.5
121 81 12921.5
121 85 13637
121 89 14031.5
121 93 15456.5
121 97 15624
121 101 16284
121 105 17574
121 109 17944
121 113 18850
121 117 19819.5
121 121 20576
121 125 20948
121 129 22129
121 133 23393.5
129 1 261.5
129 5 817
129 9 1553.5
129 13 2033.5
129 17 2667
129 21 3320
129 25 4058.5
129 29 5180
129 33 4931
129 37 5653.5
129 41 7150
129 45 7435.5
129 49 8365.5
129 53 8259
129 57 9002
129 61 10285.5
129 65 10241.5
129 69 11161
129 73 12257
129 77 12713
129 81 13595.5
129 85 14027
129 89 15214.5
129 93 15994
129 97 16132.5
129 101 17216.5
129 105 18008
129 109 18743.5
129 113 19914
129 117 20706
129 121 21838.5
129 125 21823
137 1 310.5
137 5 773.5
137 9 1719
137 13 2112.5
137 17 3202
137 21 3761
137 25 4358
137 29 5198.5
137 33 4966
137 37 6278
137 41 7154.5
137 45 7681.5
137 49 8313
137 53 8514.5
137 57 9609
137 61 10392.5
137 65 10767
137 69 11633
137 73 12623
137 77 13119
137 81 14391
137 85 14331
137 89 15793.5
137 93 16417.5
137 97 16965
137 101 18179.5
137 105 19028
137 109 19637.5
137 113 20212.5
137 117 21867
145 1 309.5
145 5 727.5
145 9 1782.5
145 13 2078.5
145 17 3646.5
145 21 3519
145 25 4554
145 29 5227
145 33 5366
145 37 6775.5
145 41 7665.5
145 45 7812.5
145 49 8942.5
145 53 8793.5
145 57 9931
145 61 10615
145 65 11135.5
145 69 12190.5
145 73 13403
145 77 13770.5
145 81 14864
145 85 15374.5
145 89 16538
145 93 16438.5
145 97 17729.5
145 101 18783.5
145 105 19500.5
145 109 20395
153 1 334.5
153 5 865
153 9 1812.5
153 13 2245
153 17 3051.5
153 21 3506.5
153 25 4735
153 29 5499.5
153 33 5417.5
153 37 6692.5
153 41 8004.5
153 45 7571
153 49 9075
153 53 9218
153 57 10830
153 61 11465.5
153 65 11277
153 69 12349.5
153 73 13761.5
153 77 13949
153 81 14826
153 85 15043
153 89 16661
153 93 17180.5
153 97 17994
153 101 19078.5
161 1 355.5
161 5 993
161 9 1757.5
161 13 2187.5
161 17 3632.5
161 21 3555.5
161 25 5007
161 29 5336.5
161 33 5832.5
161 37 7681
161 41 7695
161 45 7958.5
161 49 8968.5
161 53 9784
161 57 11115
161 61 11514.5
161 65 12198.5
161 69 13658.5
161 73 13773.5
161 77 14363
161 81 15556.5
161 85 16409
161 89 17859
161 93 17796
169 1 450
169 5 1083.5
169 9 1800.5
169 13 2471.5
169 17 3608.5
169 21 3647
169 25 5420
169 29 5403.5
169 33 5981
169 37 8002
169 41 8289.5
169 45 8997
169 49 9530.5
169 53 9936
169 57 11687
169 61 11534
169 65 12353.5
169 69 14071.5
169 73 14608
169 77 15565.5
169 81 15959.5
169 85 16968.5
177 1 325
177 5 1089.5
177 9 1839.5
177 13 2631
177 17 3829.5
177 21 3751
177 25 5790.5
177 29 5549.5
177 33 5943.5
177 37 8130.5
177 41 8342.5
177 45 8994.5
177 49 9662.5
177 53 10536.5
177 57 11966
177 61 12075.5
177 65 12149
177 69 14791
177 73 14989.5
177 77 16233.5
185 1 400.5
185 5 1144.5
185 9 1876.5
185 13 2894
185 17 3701.5
185 21 4234
185 25 5734.5
185 29 5502.5
185 33 6669.5
185 37 8454
185 41 8467
185 45 9864
185 49 9763.5
185 53 11055
185 57 12673
185 61 12670
185 65 12948
185 69 15074.5
193 1 314.5
193 5 1330
193 9 2175
193 13 3102
193 17 3782.5
193 21 4589
193 25 6046
193 29 5889
193 33 7132.5
193 37 8569
193 41 9025
193 45 10110
193 49 9974
193 53 11287.5
193 57 12526.5
193 61 12719
201 1 340
201 5 1280
201 9 2024.5
201 13 3303
201 17 3669.5
201 21 4833.5
201 25 5840.5
201 29 5985
201 33 7871.5
201 37 8849.5
201 41 8865
201 45 10059
201 49 10624
201 53 11783.5
209 1 341
209 5 1287
209 9 1852
209 13 3533
209 17 3565.5
209 21 5179.5
209 25 5898
209 29 6057.5
209 33 8171
209 37 8908.5
209 41 8984.5
209 45 10890.5
217 1 379
217 5 1170
217 9 2013.5
217 13 3578
217 17 3633.5
217 21 5366
217 25 5982.5
217 29 5923
217 33 8718
217 37 9030
225 1 384.5
225 5 1202
225 9 2275
225 13 3646.5
225 17 3598
225 21 5770
225 25 6036.5
225 29 6383.5
233 1 386.5
233 5 1398
233 9 2526
233 13 3381
233 17 4167.5
233 21 6066.5
241 1 420
241 5 1261.5
241 9 2516.5
241 13 3256.5
249 1 501.5
249 5 1170.5
