1 1 63.5
1 5 243
1 9 333.5
1 13 458
1 17 566
1 21 684.5
1 25 742.5
1 29 872
1 33 1018.5
1 37 1062
1 41 1026.5
1 45 1110
1 49 1157.5
1 53 1251
1 57 1315
1 61 1414
1 65 1466.5
1 69 1510
1 73 1572
1 77 1659
1 81 1707.5
1 85 1765.5
1 89 1817
1 93 1918
1 97 1919.5
1 101 2008
1 105 1961.5
1 109 2051
1 113 2166.5
1 117 2270.5
1 121 2229
1 125 2312
1 129 2396.5
1 133 2344.5
1 137 2380
1 141 2462
1 145 2511
1 149 2672
1 153 2644.5
1 157 2571.5
1 161 2822.5
1 165 2854.5
1 169 2924.5
1 173 2944
9 1 63
9 5 224.5
9 9 357
9 13 482
9 17 584.5
9 21 689.5
9 25 745
9 29 908
9 33 969
9 37 1048.5
9 41 1026.5
9 45 1090
9 49 1173.5
9 53 1242.5
9 57 1322
9 61 1357
9 65 1434
9 69 1521
9 73 1569
9 77 1666
9 81 1760.5
9 85 1817
9 89 1875
9 93 1915
9 97 1988.5
9 101 1986
9 105 2083
9 109 2057
9 113 2093.5
9 117 2248.5
9 121 2209
9 125 2286.5
9 129 2381.5
9 133 2411
9 137 2536
9 141 2477
9 145 2570.5
9 149 2666
9 153 2734
9 157 3011.5
9 161 2740
9 165 2940.5
9 169 3160
9 173 2892
17 1 58
17 5 214.5
17 9 346
17 13 472.5
17 17 557.5
17 21 694.5
17 25 750.5
17 29 849
17 33 896.5
17 37 990
17 41 1039
17 45 1109
17 49 1163.5
17 53 1263
17 57 1342
17 61 1445
17 65 1483.5
17 69 1556
17 73 1592
17 77 1623.5
17 81 1830
17 85 1851
17 89 1876
17 93 1896.5
17 97 1987.5
17 101 2024
17 105 2123.5
17 109 2127.5
17 113 2213.5
17 117 2247
17 121 2292.5
17 125 2352.5
17 129 2337
17 133 2449.5
17 137 2502.5
17 141 2598
17 145 2600
17 149 2601
17 153 2708
17 157 2793.5
17 161 2838
17 165 2778
17 169 3145
17 173 3229.5
25 1 59.5
25 5 241
25 9 339.5
25 13 497.5
25 17 586
25 21 659.5
25 25 785
25 29 827
25 33 934.5
25 37 989.5
25 41 1089.5
25 45 1113
25 49 1177
25 53 1319.5
25 57 1351.5
25 61 1408
25 65 1498
25 69 1549
25 73 1618.5
25 77 1701.5
25 81 1752
25 85 1816.5
25 89 1905
25 93 1914
25 97 1941.5
25 101 1997
25 105 2105
25 109 2123.5
25 113 2155.5
25 117 2204
25 121 2255
25 125 2380.5
25 129 2349
25 133 2441
25 137 2520
25 141 2531
25 145 2637.5
25 149 2773
25 153 2733.5
25 157 2748.5
25 161 2841
25 165 2882
25 169 2929
25 173 3000
33 1 54.5
33 5 231
33 9 356.5
33 13 480
33 17 600
33 21 647
